date,cumulative_confirmed,cumulative_deceased,population_male,population_female,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2021-02-28,52528.0,858.0,332576,345627,0.0,,-16.881944,24.380781
2021-03-01,52582.0,862.0,332576,345627,0.0762,,-15.458333,29.335152
2021-03-02,52682.0,863.0,332576,345627,0.0,,-17.4375,23.123802
2021-03-03,52783.0,866.0,332576,345627,0.0,,-15.791667,20.991072
2021-03-04,52863.0,868.0,332576,345627,0.0,,-9.694444,26.090235
2021-03-05,52965.0,870.0,332576,345627,0.1778,,-6.708333,39.437232
2021-03-06,53036.0,874.0,332576,345627,0.0,,-5.611111,41.926605
2021-03-07,53036.0,874.0,332576,345627,0.0,,-8.819444,30.855924
2021-03-08,53149.0,879.0,332576,345627,0.0,,-8.166667,27.234634
2021-03-09,53229.0,879.0,332576,345627,0.056444,,-6.048611,30.372622
2021-03-10,53321.0,882.0,332576,345627,0.169333,,-8.708333,28.948337
2021-03-11,53397.0,884.0,332576,345627,0.0,,-16.444444,17.999292
2021-03-12,53490.0,884.0,332576,345627,0.0,,-21.756944,9.117927
2021-03-13,53555.0,885.0,332576,345627,0.0,,-15.590278,20.517633
2021-03-14,53594.0,886.0,332576,345627,0.28575,,-8.513889,48.177477
2021-03-15,53654.0,886.0,332576,345627,1.397,,-5.444444,43.772246
2021-03-16,53718.0,887.0,332576,345627,0.0,,-12.020833,25.505395
2021-03-17,53770.0,889.0,332576,345627,0.9652,,-4.416667,54.10076
2021-03-18,53855.0,890.0,332576,345627,0.0254,,-6.743056,40.179354
2021-03-19,53932.0,892.0,332576,345627,0.0,,-8.659722,28.751047
2021-03-20,53999.0,894.0,332576,345627,0.0,,-10.805556,20.020422
2021-03-21,54052.0,894.0,332576,345627,0.0,,-7.381944,24.030415
2021-03-22,54118.0,894.0,332576,345627,0.0,,-12.0625,22.398089
2021-03-23,54192.0,895.0,332576,345627,0.0,,-11.611111,27.244658
2021-03-24,54237.0,896.0,332576,345627,4.79425,,-2.395833,68.765663
2021-03-25,54322.0,898.0,332576,345627,6.237111,,-4.847222,67.100963
2021-03-26,54389.0,900.0,332576,345627,0.423333,,-4.229167,52.522536
2021-03-27,54446.0,901.0,332576,345627,0.1524,,-5.715278,43.731532
2021-03-28,54495.0,901.0,332576,345627,0.0,,-7.173611,34.440506
2021-03-29,54545.0,901.0,332576,345627,0.0,,-8.493056,25.432307
2021-03-30,54602.0,901.0,332576,345627,0.0,,-12.944444,13.905601
2021-03-31,54726.0,901.0,332576,345627,0.0762,,-16.979167,18.488453
2021-04-01,54836.0,901.0,332576,345627,0.0,,-13.361111,21.8585
2021-04-02,54906.0,904.0,332576,345627,0.0,,-9.291667,21.057096
2021-04-03,54906.0,904.0,332576,345627,0.0,,-3.152778,26.348408
2021-04-04,54906.0,904.0,332576,345627,0.0,,-2.590278,28.196693
2021-04-05,55065.0,905.0,332576,345627,0.0,,-6.270833,20.403181
2021-04-06,55145.0,909.0,332576,345627,0.0,,-14.006944,11.199175
2021-04-07,55201.0,909.0,332576,345627,0.0,,-16.013889,13.484525
2021-04-08,55296.0,909.0,332576,345627,0.0,,-16.201389,11.243827
2021-04-09,55354.0,909.0,332576,345627,0.0,,-13.173611,13.036361
2021-04-10,55354.0,909.0,332576,345627,0.0,,-16.354167,13.107983
2021-04-11,55354.0,909.0,332576,345627,0.0,,-17.534722,9.846133
2021-04-12,55571.0,909.0,332576,345627,0.0,,-10.833333,17.920177
2021-04-13,55664.0,910.0,332576,345627,0.0,,-8.847222,25.017916
2021-04-14,55737.0,911.0,332576,345627,0.0,,-4.888889,33.269735
2021-04-15,55801.0,911.0,332576,345627,0.0,,-5.569444,30.696457
2021-04-16,55897.0,912.0,332576,345627,0.0,,-13.180556,18.19077
2021-04-17,55897.0,912.0,332576,345627,0.0635,,-5.777778,44.35278
2021-04-18,55897.0,912.0,332576,345627,0.689429,,-2.291667,62.188456
2021-04-19,56086.0,915.0,332576,345627,0.0,,-5.243056,41.831765
2021-04-20,56141.0,915.0,332576,345627,0.0,,-9.111111,27.732439
2021-04-21,56202.0,922.0,332576,345627,0.0,,-7.284722,35.616537
2021-04-22,56282.0,923.0,332576,345627,0.0,,-8.847222,24.53657
2021-04-23,56336.0,924.0,332576,345627,0.0762,,-11.013889,18.92568
2021-04-24,56336.0,924.0,332576,345627,0.056444,,-7.150794,26.749251
2021-04-25,56336.0,924.0,332576,345627,0.0,,-10.409722,13.938306
2021-04-26,56556.0,925.0,332576,345627,0.0,,-15.402778,9.486738
2021-04-27,56626.0,925.0,332576,345627,0.0,,-10.145833,17.065953
2021-04-28,56711.0,929.0,332576,345627,2.116667,,-1.930556,47.491083
2021-04-29,56772.0,929.0,332576,345627,3.52425,,1.076389,54.207953
2021-04-30,56899.0,929.0,332576,345627,0.0762,,-3.354167,30.249134
2021-05-01,56899.0,929.0,332576,345627,0.0,,-2.416667,28.9672
2021-05-02,56899.0,929.0,332576,345627,0.0,,-8.347222,13.615406
2021-05-03,57121.0,931.0,332576,345627,0.0635,,-8.222222,20.489185
2021-05-04,57211.0,931.0,332576,345627,1.27,,1.979167,59.448546
2021-05-05,57274.0,932.0,332576,345627,0.1016,,-4.479167,22.56596
2021-05-06,57352.0,933.0,332576,345627,0.0,,-3.118056,24.87234
2021-05-07,57427.0,934.0,332576,345627,0.1905,,1.541667,29.108254
2021-05-08,57427.0,934.0,332576,345627,0.8636,,-5.402778,20.98863
2021-05-09,57427.0,934.0,332576,345627,0.0,,-6.548611,20.171511
2021-05-10,57582.0,936.0,332576,345627,0.0,,-5.083333,24.707615
2021-05-11,57638.0,937.0,332576,345627,0.0,,-6.180556,23.049264
2021-05-12,57705.0,937.0,332576,345627,0.0254,,0.888889,45.78285
2021-05-13,57776.0,938.0,332576,345627,0.0,,1.520833,37.529043
2021-05-14,57848.0,938.0,332576,345627,0.0,,-1.4375,23.375218
2021-05-15,57848.0,938.0,332576,345627,0.09525,,-0.25,26.953664
2021-05-16,57848.0,938.0,332576,345627,0.056444,,0.069444,28.226012
2021-05-17,57990.0,938.0,332576,345627,0.3556,,-5.069444,22.960727
2021-05-18,58032.0,939.0,332576,345627,1.886857,,1.472222,53.578917
2021-05-19,58080.0,940.0,332576,345627,1.326444,,4.576389,59.405829
2021-05-20,58137.0,942.0,332576,345627,0.834571,,1.402778,32.929895
2021-05-21,58178.0,945.0,332576,345627,0.0,,-4.597222,17.943796
2021-05-22,58178.0,945.0,332576,345627,0.225778,,1.645833,33.202905
2021-05-23,58178.0,945.0,332576,345627,0.310444,,-0.791667,28.240752
2021-05-24,58260.0,937.0,332576,345627,0.0,,-17.708333,8.055577
2021-05-25,58298.0,939.0,332576,345627,0.0,,-14.506944,8.978844
2021-05-26,58339.0,939.0,332576,345627,0.0,,-14.736111,8.547205
2021-05-27,58377.0,942.0,332576,345627,0.0,,-11.3125,10.722592
2021-05-28,58408.0,942.0,332576,345627,0.1524,,-2.881944,20.822246
2021-05-29,58408.0,942.0,332576,345627,0.0,,-0.743056,24.944679
2021-05-30,58408.0,942.0,332576,345627,0.635,,2.013889,33.448137
2021-05-31,58408.0,942.0,332576,345627,1.4605,,8.027778,61.282487
2021-06-01,58494.0,943.0,332576,345627,3.499556,,5.277778,55.60898
2021-06-02,58514.0,944.0,332576,345627,0.036286,,3.631944,38.546956
2021-06-03,58550.0,945.0,332576,345627,0.28575,,2.951389,32.901432
2021-06-04,58593.0,949.0,332576,345627,1.3716,,4.986111,35.421729
2021-06-05,58593.0,949.0,332576,345627,0.084667,,2.597222,27.801068
2021-06-06,58593.0,949.0,332576,345627,0.084667,,3.5,28.511298
2021-06-07,58631.0,951.0,332576,345627,0.127,,-0.888889,20.33655
2021-06-08,58652.0,952.0,332576,345627,0.0,,-10.145833,9.85211
2021-06-09,58678.0,953.0,332576,345627,0.0,,-14.430556,7.223598
2021-06-10,58698.0,954.0,332576,345627,0.0,,-12.708333,7.733385
2021-06-11,58733.0,954.0,332576,345627,0.0,,-11.190476,7.699996
2021-06-12,58733.0,954.0,332576,345627,0.0,,-5.520833,15.034018
2021-06-13,58733.0,954.0,332576,345627,0.0,,-0.055556,20.299101
2021-06-14,58790.0,958.0,332576,345627,0.0,,-3.694444,15.625593
2021-06-15,58815.0,958.0,332576,345627,0.0,,0.111111,19.326376
2021-06-16,58835.0,958.0,332576,345627,0.6985,,0.666667,18.108349
2021-06-17,58858.0,959.0,332576,345627,0.0,,1.465278,18.061504
2021-06-18,58892.0,960.0,332576,345627,1.0922,,-0.680556,16.750951
2021-06-19,58892.0,960.0,332576,345627,0.508,,0.638889,17.601155
2021-06-20,58892.0,960.0,332576,345627,0.762,,3.111111,21.032418
2021-06-21,58947.0,961.0,332576,345627,0.0,,3.465278,22.849363
2021-06-22,58976.0,962.0,332576,345627,0.0,,7.625,35.7527
2021-06-23,58999.0,963.0,332576,345627,0.0,,-0.541667,16.513035
2021-06-24,59024.0,963.0,332576,345627,0.536222,,6.694444,32.478968
2021-06-25,59043.0,963.0,332576,345627,1.1684,,6.131944,35.402223
2021-06-26,59043.0,963.0,332576,345627,0.0,,0.097222,25.033156
2021-06-27,59043.0,963.0,332576,345627,1.9685,,7.031746,47.212301
2021-06-28,59085.0,963.0,332576,345627,8.60425,,9.47619,62.51372
2021-06-29,59098.0,964.0,332576,345627,2.116667,,12.097222,83.795788
2021-06-30,59118.0,964.0,332576,345627,7.14375,,12.784722,82.986159
2021-07-01,59131.0,966.0,332576,345627,2.173111,,13.909722,68.643175
2021-07-02,59153.0,966.0,332576,345627,2.6035,,12.652778,54.579518
2021-07-03,59153.0,966.0,332576,345627,7.01675,,13.659722,60.126009
2021-07-04,59153.0,966.0,332576,345627,2.413,,12.340278,49.579048
2021-07-05,59153.0,966.0,332576,345627,0.60325,,11.916667,45.475905
2021-07-06,59212.0,967.0,332576,345627,7.112,,13.222222,56.983781
2021-07-07,59239.0,967.0,332576,345627,17.272,,13.465278,60.221104
2021-07-08,59285.0,969.0,332576,345627,0.0254,,11.423611,44.491209
2021-07-09,59327.0,969.0,332576,345627,0.028222,,10.284722,37.726141
2021-07-10,59327.0,969.0,332576,345627,0.9525,,9.430556,36.182606
2021-07-11,59327.0,969.0,332576,345627,2.0955,,12.9375,48.841625
2021-07-12,59425.0,969.0,332576,345627,0.169333,,12.354167,53.445731
2021-07-13,59460.0,969.0,332576,345627,0.056444,,11.118056,45.031129
2021-07-14,59522.0,969.0,332576,345627,0.2032,,9.888889,41.513999
2021-07-15,59545.0,970.0,332576,345627,5.08,,13.263889,59.042471
2021-07-16,59591.0,972.0,332576,345627,3.132667,,11.430556,48.770388
2021-07-17,59591.0,972.0,332576,345627,6.35,,10.9375,44.656754
2021-07-18,59591.0,972.0,332576,345627,1.93675,,12.8125,52.008275
2021-07-19,59719.0,975.0,332576,345627,1.382889,,13.8125,56.336307
2021-07-20,59776.0,975.0,332576,345627,0.395111,,12.513889,50.338021
2021-07-21,59853.0,976.0,332576,345627,0.4318,,12.180556,52.278232
2021-07-22,59924.0,976.0,332576,345627,1.524,,10.472222,43.607695
2021-07-23,60017.0,977.0,332576,345627,2.12725,,12.645833,54.527261
2021-07-24,60017.0,977.0,332576,345627,4.176889,,13.326389,72.521487
2021-07-25,60017.0,977.0,332576,345627,1.42875,,13.104167,61.236393
2021-07-26,60249.0,977.0,332576,345627,0.435429,,12.833333,57.016871
2021-07-27,60317.0,978.0,332576,345627,1.306286,,12.673611,54.515263
2021-07-28,60431.0,979.0,332576,345627,2.975429,,12.958333,54.96616
2021-07-29,60528.0,980.0,332576,345627,0.1905,,11.444444,45.503247
2021-07-30,60621.0,980.0,332576,345627,0.0,,10.097222,43.662618
2021-07-31,60621.0,980.0,332576,345627,1.016,,8.986111,41.980403
2021-08-01,60621.0,980.0,332576,345627,3.640667,,12.194444,59.793411
2021-08-02,60961.0,981.0,332576,345627,2.69875,,12.173611,60.500759
2021-08-03,61093.0,981.0,332576,345627,1.378857,,12.513889,56.167474
2021-08-04,61300.0,980.0,332576,345627,1.524,,11.826389,56.963386
2021-08-05,61446.0,980.0,332576,345627,0.0,,10.472222,49.382071
2021-08-06,61638.0,982.0,332576,345627,0.072571,,8.034722,35.406037
2021-08-07,61638.0,982.0,332576,345627,0.028222,,5.680556,28.082576
2021-08-08,61638.0,982.0,332576,345627,0.0,,-0.666667,20.948745
2021-08-09,61975.0,982.0,332576,345627,0.0,,1.034722,21.745778
2021-08-10,62175.0,982.0,332576,345627,0.0,,7.784722,33.488194
2021-08-11,62349.0,984.0,332576,345627,0.399143,,9.791667,41.728916
2021-08-12,62485.0,984.0,332576,345627,1.197429,,11.1875,47.981761
2021-08-13,62682.0,987.0,332576,345627,5.5245,,12.972222,64.961313
2021-08-14,62682.0,987.0,332576,345627,1.0668,,12.868056,64.540507
2021-08-15,62682.0,987.0,332576,345627,0.1524,,11.645833,56.971553
2021-08-16,63221.0,989.0,332576,345627,3.14325,,11.180556,56.044695
2021-08-17,63391.0,991.0,332576,345627,1.2954,,9.854167,53.066002
2021-08-18,63660.0,992.0,332576,345627,0.0,,9.4375,44.478845
2021-08-19,63859.0,993.0,332576,345627,0.544286,,11.118056,54.359116
2021-08-20,64028.0,994.0,332576,345627,0.0,,7.243056,38.494244
2021-08-21,64028.0,994.0,332576,345627,0.0,,3.8125,30.658101
2021-08-22,64028.0,994.0,332576,345627,0.0,,9.486111,41.765602
2021-08-23,64530.0,996.0,332576,345627,0.874889,,11.340278,48.062791
2021-08-24,64784.0,996.0,332576,345627,0.254,,7.944444,36.39707
2021-08-25,65020.0,997.0,332576,345627,0.0,,1.201389,23.125617
2021-08-26,65241.0,1000.0,332576,345627,0.0,,7.131944,32.071682
2021-08-27,65412.0,1002.0,332576,345627,6.35,,11.125,50.885421
2021-08-28,65412.0,1002.0,332576,345627,0.798286,,10.972222,52.523157
2021-08-29,65412.0,1002.0,332576,345627,1.016,,9.819444,47.076545
2021-08-30,65962.0,1003.0,332576,345627,2.8575,,11.444444,55.391483
2021-08-31,66140.0,1006.0,332576,345627,1.143,,11.458333,51.323706
2021-09-01,66361.0,1009.0,332576,345627,0.508,,12.326389,58.868316
2021-09-02,66582.0,1011.0,332576,345627,5.813778,,13.659722,75.809047
2021-09-03,66754.0,1012.0,332576,345627,0.0,,11.604167,56.567062
2021-09-04,66754.0,1012.0,332576,345627,0.09525,,12.402778,52.638514
2021-09-05,66754.0,1012.0,332576,345627,0.677333,,12.527778,57.144258
2021-09-06,66754.0,1012.0,332576,345627,0.0,,10.805556,50.119781
2021-09-07,67462.0,1014.0,332576,345627,0.0,,4.5625,31.326332
2021-09-08,67547.0,1016.0,332576,345627,0.0,,4.916667,29.827001
2021-09-09,67666.0,1018.0,332576,345627,0.0,,6.888889,34.282143
2021-09-10,67826.0,1021.0,332576,345627,0.0,,4.409722,28.429889
2021-09-11,67826.0,1021.0,332576,345627,0.0,,2.111111,24.85704
2021-09-12,67826.0,1021.0,332576,345627,0.0254,,0.631944,23.424501
2021-09-13,68316.0,1026.0,332576,345627,0.0,,0.347222,22.815267
2021-09-14,68530.0,1028.0,332576,345627,0.0,,1.409722,23.249042
2021-09-15,68749.0,1031.0,332576,345627,0.0,,3.472222,29.170117
2021-09-16,68980.0,1031.0,332576,345627,0.0,,0.375,24.351215
2021-09-17,69097.0,1033.0,332576,345627,0.0,,-4.465278,15.887579
2021-09-18,69097.0,1033.0,332576,345627,0.0,,4.298611,34.230982
2021-09-19,69097.0,1033.0,332576,345627,0.108857,,6.729167,36.26054
2021-09-20,69469.0,1040.0,332576,345627,0.127,,4.166667,31.777157
2021-09-21,69572.0,1044.0,332576,345627,0.0,,-1.430556,28.584573
2021-09-22,69781.0,1050.0,332576,345627,0.0,,0.819444,33.413961
2021-09-23,69947.0,1057.0,332576,345627,0.0,,-0.680556,27.681228
2021-09-24,70145.0,1059.0,332576,345627,0.0,,-0.402778,24.936594
2021-09-25,70145.0,1059.0,332576,345627,0.0,,3.236111,37.258829
2021-09-26,70145.0,1059.0,332576,345627,0.112889,,7.923611,57.220651
2021-09-27,70722.0,1065.0,332576,345627,0.15875,,6.951389,54.292298
2021-09-28,70857.0,1066.0,332576,345627,1.016,,7.833333,61.93646
2021-09-29,71025.0,1067.0,332576,345627,0.889,,7.701389,60.721573
2021-09-30,71328.0,1071.0,332576,345627,0.616857,,5.631944,61.017259
2021-10-01,71541.0,1071.0,332576,345627,12.079111,,7.520833,80.768929
2021-10-02,71541.0,1071.0,332576,345627,2.54,,5.673611,67.981019
2021-10-03,71541.0,1071.0,332576,345627,0.0,,5.451389,55.528105
2021-10-04,71952.0,1074.0,332576,345627,0.0,,3.361111,44.804858
2021-10-05,72106.0,1075.0,332576,345627,0.0,,2.840278,40.11014
2021-10-06,72317.0,1075.0,332576,345627,0.042333,,5.236111,46.507359
2021-10-07,72529.0,1076.0,332576,345627,0.127,,5.041667,47.644457
2021-10-08,72769.0,1080.0,332576,345627,0.0,,1.479167,35.627608
2021-10-09,72769.0,1080.0,332576,345627,0.0,,2.534722,35.157445
2021-10-10,72769.0,1080.0,332576,345627,0.028222,,0.458333,40.392057
2021-10-11,72769.0,1080.0,332576,345627,0.381,,-4.333333,34.078923
2021-10-12,73281.0,1083.0,332576,345627,0.0,,-2.326389,35.057127
2021-10-13,73479.0,1089.0,332576,345627,0.5842,,-6.458333,37.778108
2021-10-14,73666.0,1093.0,332576,345627,0.0,,-5.5,39.018035
2021-10-15,73866.0,1097.0,332576,345627,0.0,,-7.756944,32.190222
2021-10-16,73866.0,1097.0,332576,345627,0.0,,-10.569444,26.129956
2021-10-17,73866.0,1097.0,332576,345627,0.0,,-6.576389,29.949274
2021-10-18,74239.0,1099.0,332576,345627,0.0,,-0.770833,35.327063
2021-10-19,74408.0,1101.0,332576,345627,0.0,,-2.194444,32.823181
2021-10-20,74523.0,1106.0,332576,345627,0.0,,-6.444444,29.840986
2021-10-21,74806.0,1108.0,332576,345627,0.0,,-8.0625,24.96988
2021-10-22,75035.0,1112.0,332576,345627,0.0,,-8.631944,22.462764
2021-10-23,75035.0,1112.0,332576,345627,0.0,,-5.076389,27.460214
2021-10-24,75035.0,1112.0,332576,345627,0.0,,-3.756944,27.911908
2021-10-25,75623.0,1116.0,332576,345627,0.0,,-4.027778,27.636688
2021-10-26,75770.0,1117.0,332576,345627,0.0,,-1.819444,33.042624
2021-10-27,75987.0,1121.0,332576,345627,0.7366,,-6.784722,37.048487
2021-10-28,76290.0,1122.0,332576,345627,0.0254,,-6.215278,34.977663
2021-10-29,76525.0,1123.0,332576,345627,0.0508,,-4.743056,35.764789
2021-10-30,76525.0,1123.0,332576,345627,0.0,,-5.298611,31.242998
2021-10-31,76525.0,1123.0,332576,345627,0.0,,-4.645833,32.251577
2021-11-01,77181.0,1124.0,332576,345627,0.0,,-1.4375,45.99668
2021-11-02,77356.0,1126.0,332576,345627,0.0,,-2.909722,41.60871
2021-11-03,77628.0,1127.0,332576,345627,0.0,,-3.444444,40.234102
2021-11-04,77961.0,1130.0,332576,345627,0.0,,-1.902778,49.570386
2021-11-05,78333.0,1132.0,332576,345627,0.0,,-4.597222,36.242443
2021-11-06,78333.0,1132.0,332576,345627,0.0,,-8.506944,26.559271
2021-11-07,78333.0,1132.0,332576,345627,0.0,,-7.381944,24.157924
2021-11-08,79097.0,1133.0,332576,345627,0.0,,-7.354167,26.151354
2021-11-09,79512.0,1135.0,332576,345627,0.0,,-6.229167,29.309605
2021-11-10,79897.0,1136.0,332576,345627,0.0254,,-5.076389,31.944985
2021-11-11,79897.0,1136.0,332576,345627,0.0254,,-8.833333,30.002361
2021-11-12,80823.0,1140.0,332576,345627,0.0,,-7.715278,31.443606
2021-11-13,80823.0,1140.0,332576,345627,0.0,,-6.479167,34.785011
2021-11-14,80823.0,1140.0,332576,345627,0.0,,-5.125,34.20938
2021-11-15,81829.0,1148.0,332576,345627,0.0,,-7.048611,27.612974
2021-11-16,82126.0,1150.0,332576,345627,0.0,,-9.118056,25.072744
2021-11-17,82547.0,1152.0,332576,345627,0.0,,-12.131944,20.841049
2021-11-18,83014.0,1154.0,332576,345627,0.0,,-11.625,34.251165
2021-11-19,83500.0,1161.0,332576,345627,0.0,,-11.486111,33.198646
2021-11-20,83500.0,1161.0,332576,345627,0.0,,-9.506944,31.284145
2021-11-21,83500.0,1161.0,332576,345627,0.0,,-8.173611,31.894804
2021-11-22,84489.0,1167.0,332576,345627,0.0,,-8.597222,40.84238
2021-11-23,84858.0,1170.0,332576,345627,0.0762,,-10.270833,34.773119
2021-11-24,85278.0,1178.0,332576,345627,1.6764,,-0.583333,56.604225
2021-11-25,85278.0,1178.0,332576,345627,0.762,,-5.256944,49.85249
2021-11-26,85278.0,1178.0,332576,345627,0.0,,-8.083333,46.91799
2021-11-27,85278.0,1178.0,332576,345627,0.0,,-8.555556,37.498423
2021-11-28,85278.0,1178.0,332576,345627,0.0,,-7.798611,37.989519
2021-11-29,86722.0,1188.0,332576,345627,0.0,,-7.638889,36.00478
2021-11-30,87061.0,1189.0,332576,345627,0.0,,-6.881944,36.980402
2021-12-01,87624.0,1192.0,332576,345627,0.0,,-8.659722,31.481619
2021-12-02,88234.0,1196.0,332576,345627,0.0,,-10.625,29.699012
2021-12-03,89031.0,1199.0,332576,345627,0.0,,-8.486111,31.672907
2021-12-04,89031.0,1199.0,332576,345627,0.0,,-6.340278,39.1997
2021-12-05,89031.0,1199.0,332576,345627,0.0,,-6.694444,37.816134
2021-12-06,90355.0,1204.0,332576,345627,0.0,,-9.25,36.076455
2021-12-07,90690.0,1204.0,332576,345627,0.0,,-7.166667,38.787528
2021-12-08,91133.0,1206.0,332576,345627,0.0,,-3.895833,56.627818
2021-12-09,91622.0,1207.0,332576,345627,0.0762,,-5.104167,43.180988
2021-12-10,91981.0,1212.0,332576,345627,0.211667,,-4.875,43.696053
2021-12-11,91981.0,1212.0,332576,345627,1.2192,,-16.680556,34.063304
2021-12-12,91981.0,1212.0,332576,345627,0.0,,-17.534722,28.029909
2021-12-13,92839.0,1214.0,332576,345627,0.0,,-14.708333,30.57588
2021-12-14,93099.0,1216.0,332576,345627,0.0,,-8.284722,41.02125
2021-12-15,93472.0,1225.0,332576,345627,0.689429,,-3.034722,48.979308
2021-12-16,93863.0,1235.0,332576,345627,0.5842,,-11.881944,41.0893
2021-12-17,94193.0,1242.0,332576,345627,0.0,,-9.4375,45.341254
2021-12-18,94193.0,1242.0,332576,345627,0.0,,-13.111111,41.027871
2021-12-19,94193.0,1242.0,332576,345627,0.0,,-15.965278,38.379945
2021-12-20,95345.0,1253.0,332576,345627,0.0,,-16.493056,26.671557
2021-12-21,95608.0,1273.0,332576,345627,0.0,,-18.069444,20.818328
2021-12-22,95842.0,1285.0,332576,345627,0.0,,-17.881944,18.994925
2021-12-23,96225.0,1303.0,332576,345627,0.0,,-10.840278,30.58457
2021-12-24,96225.0,1303.0,332576,345627,0.042333,,-1.069444,55.001523
2021-12-25,96225.0,1303.0,332576,345627,4.572,,1.090278,72.598759
2021-12-26,96225.0,1303.0,332576,345627,0.7112,,-4.097222,41.188559
2021-12-27,97176.0,1312.0,332576,345627,0.0,,-9.909722,39.070288
2021-12-28,97478.0,1316.0,332576,345627,0.0,,-6.708333,47.978083
2021-12-29,97885.0,1327.0,332576,345627,0.435429,,-5.916667,54.811766
2021-12-30,98677.0,1334.0,332576,345627,0.5842,,-6.333333,56.86234
2021-12-31,98677.0,1334.0,332576,345627,0.072571,,-3.423611,66.691529
2022-01-01,98677.0,1334.0,332576,345627,7.083778,,-1.027778,81.015344
2022-01-02,98677.0,1334.0,332576,345627,2.6416,,-15.0,52.621179
2022-01-03,101180.0,1338.0,332576,345627,0.0,,-12.159722,59.532149
2022-01-04,101683.0,1351.0,332576,345627,0.0,,-10.055556,53.300041
2022-01-05,102607.0,1360.0,332576,345627,0.0,,-9.340278,43.286491
2022-01-06,103687.0,1371.0,332576,345627,0.0,,-5.145833,50.432328
2022-01-07,104976.0,1379.0,332576,345627,0.0,,-4.090278,54.090455
2022-01-08,104976.0,1379.0,332576,345627,0.0,,-5.145833,47.063042
2022-01-09,104976.0,1379.0,332576,345627,0.0254,,-4.743056,58.545342
2022-01-10,108195.0,1388.0,332576,345627,0.0,,-7.472222,56.894477
2022-01-11,109067.0,1393.0,332576,345627,0.0,,-10.604167,46.222034
2022-01-12,111072.0,1402.0,332576,345627,0.0,,-10.9375,37.412561
2022-01-13,112580.0,1407.0,332576,345627,0.0,,-9.159722,37.47426
2022-01-14,113944.0,1415.0,332576,345627,0.0,,-7.895833,37.40645
2022-01-15,113944.0,1415.0,332576,345627,0.0,,-8.388889,47.667994
2022-01-16,113944.0,1415.0,332576,345627,0.0,,-10.673611,43.059184
2022-01-17,113944.0,1415.0,332576,345627,0.0,,-12.944444,34.713147
2022-01-18,120036.0,1430.0,332576,345627,0.0,,-11.569444,31.861704
2022-01-19,121703.0,1436.0,332576,345627,0.0,,-5.027778,50.487256
2022-01-20,123249.0,1440.0,332576,345627,0.112889,,-6.541667,64.988631
2022-01-21,124722.0,1445.0,332576,345627,0.0,,-8.9375,54.25109
2022-01-22,124722.0,1445.0,332576,345627,0.0,,-7.4375,51.31583
2022-01-23,124722.0,1445.0,332576,345627,0.0,,-8.090278,52.820309
2022-01-24,128833.0,1456.0,332576,345627,0.0,,-9.868056,41.928557
2022-01-25,129691.0,1465.0,332576,345627,0.0,,-12.013889,36.438832
2022-01-26,130854.0,1475.0,332576,345627,1.451429,,-6.715278,60.630399
2022-01-27,132156.0,1484.0,332576,345627,0.4572,,-8.159722,63.746636
2022-01-28,133454.0,1494.0,332576,345627,1.185333,,-8.625,59.143235
2022-01-29,133454.0,1494.0,332576,345627,0.0,,-12.111111,44.730312
2022-01-30,133454.0,1494.0,332576,345627,0.028222,,-12.604167,40.233124
2022-01-31,135925.0,1502.0,332576,345627,0.0,,-9.1875,48.790111
2022-02-01,136359.0,1511.0,332576,345627,0.0254,,-13.451389,29.337943
2022-02-02,136955.0,1513.0,332576,345627,0.719667,,-7.340278,60.175554
2022-02-03,137682.0,1524.0,332576,345627,4.027714,30.48,-14.298611,76.121729
2022-02-04,138118.0,1531.0,332576,345627,0.2032,30.48,-15.958333,68.82751
2022-02-05,138118.0,1531.0,332576,345627,0.0254,,-13.701389,64.123827
2022-02-06,138118.0,1531.0,332576,345627,0.0762,,-10.340278,59.095678
2022-02-07,139486.0,1536.0,332576,345627,0.8128,,-8.930556,64.460851
2022-02-08,139809.0,1537.0,332576,345627,0.0,,-9.166667,51.019788
2022-02-09,140275.0,1545.0,332576,345627,0.0,,-8.638889,45.880807
2022-02-10,140857.0,1552.0,332576,345627,0.0,,-8.701389,41.324935
2022-02-11,141211.0,1556.0,332576,345627,0.0,,-7.430556,38.192047
2022-02-12,141211.0,1556.0,332576,345627,0.0,,-6.916667,50.462661
2022-02-13,141211.0,1556.0,332576,345627,0.0254,,-10.118056,41.152684
2022-02-14,142279.0,1566.0,332576,345627,0.0,,-13.194444,28.426203
2022-02-15,142528.0,1575.0,332576,345627,0.0,,-14.375,22.702101
2022-02-16,142834.0,1581.0,332576,345627,0.0,,-15.256944,19.574769
2022-02-17,143135.0,1589.0,332576,345627,1.342571,50.8,-5.770833,64.995744
2022-02-18,143420.0,1596.0,332576,345627,1.4986,,-8.513889,57.79619
2022-02-19,143420.0,1596.0,332576,345627,0.0,,-9.402778,43.051053
2022-02-20,143420.0,1596.0,332576,345627,0.0,,-11.395833,31.096303
2022-02-21,143815.0,1602.0,332576,345627,0.0,,-13.284722,22.660295
2022-02-22,143949.0,1610.0,332576,345627,0.0,,-10.1875,31.7943
2022-02-23,144122.0,1618.0,332576,345627,0.0,,-16.131944,32.970673
2022-02-24,144286.0,1625.0,332576,345627,1.354667,30.48,-13.145833,48.498479
